srcStateName,srcYear,Types of coal,Coal Consuming Sectors,Coal Consumed,YearCode,Year
JAMMU & KASHMIR,2015,RAW COAL,PULP & PAPER,0.009,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,WASHED COAL,POWER (UTILITY),0.031,2015,"Financial Year (Apr - Mar), 2015"
GOA,2015,RAW COAL,POWER (CAPTIVE),0.005,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,LIGNITE,POWER (UTILITY),8.204,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.108,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,RAW COAL,POWER (UTILITY),42.434,2015,"Financial Year (Apr - Mar), 2015"
GOA,2015,RAW COAL,SPONGE IRON,0.037,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2015,RAW COAL,TEXTILES & RAYONS,0.182,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,BRICKS,0.029,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,RAW COAL,CHEMICAL,0.005,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,RAW COAL,POWER (UTILITY),19.617,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,WASHED COAL,CEMENT,0.088,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,RAW COAL,TEXTILES & RAYONS,0.026,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2015,RAW COAL,CEMENT,0.112,2015,"Financial Year (Apr - Mar), 2015"
DELHI,2015,RAW COAL,PULP & PAPER,0.034,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,WASHED COAL,POWER (UTILITY),0.244,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,WASHED COAL,COLLIERY OWN - CONSUMPTION,0.001,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,MIDDLINGS,POWER (CAPTIVE),0.552,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,TEXTILES & RAYONS,0.031,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,STEEL (BOILERS),0.132,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,POWER (CAPTIVE),10.327,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,WASHED COAL,METALLURGICAL USE- COKERIES,2.426,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,SPONGE IRON,2.75,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,WASHED COAL,METALLURGICAL USE- COKERIES,0.085,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2015,RAW COAL,CHEMICAL,0.008,2015,"Financial Year (Apr - Mar), 2015"
ASSAM,2015,RAW COAL,PULP & PAPER,0.003,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,CEMENT,0.461,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,LIGNITE,TEXTILES & RAYONS,0.045,2015,"Financial Year (Apr - Mar), 2015"
KERALA,2015,RAW COAL,PULP & PAPER,0.073,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2015,RAW COAL,PULP & PAPER,0.134,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2015,RAW COAL,POWER (CAPTIVE),1.82,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,WASHED COAL,METALLURGICAL USE- COKERIES,0.41,2015,"Financial Year (Apr - Mar), 2015"
LADAKH,2015,RAW COAL,PULP & PAPER,0,2015,"Financial Year (Apr - Mar), 2015"
JAMMU & KASHMIR,2015,RAW COAL,BRICKS,0.011,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2015,RAW COAL,POWER (UTILITY),9.359,2015,"Financial Year (Apr - Mar), 2015"
ASSAM,2015,RAW COAL,CEMENT,0.018,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,WASHED COAL,POWER (UTILITY),8.028,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2015,RAW COAL,PULP & PAPER,0.275,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,RAW COAL,FERTILISERS,0.282,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2015,RAW COAL,BRICKS,0.01,2015,"Financial Year (Apr - Mar), 2015"
HARYANA,2015,WASHED COAL,POWER (UTILITY),0.039,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,TEXTILES & RAYONS,0.003,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,WASHED COAL,POWER (CAPTIVE),0.505,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,RAW COAL,POWER (CAPTIVE),1.003,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,LIGNITE,TEXTILES & RAYONS,2.841,2015,"Financial Year (Apr - Mar), 2015"
PUNJAB,2015,RAW COAL,POWER (CAPTIVE),7.206,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,RAW COAL,CHEMICAL,0.015,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,RAW COAL,SPONGE IRON,0.104,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,WASHED COAL,POWER (UTILITY),0.3,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,POWER (CAPTIVE),7.27,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,RAW COAL,CEMENT,1.52,2015,"Financial Year (Apr - Mar), 2015"
BIHAR,2015,RAW COAL,CHEMICAL,0.009,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2015,RAW COAL,POWER (UTILITY),46.147,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.75,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,MIDDLINGS,POWER (UTILITY),0.289,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,SPONGE IRON,0.064,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,PULP & PAPER,0.057,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2015,RAW COAL,TEXTILES & RAYONS,0.019,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,RAW COAL,POWER (CAPTIVE),8.686,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,RAW COAL,POWER (UTILITY),24.157,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,RAW COAL,POWER (CAPTIVE),1.235,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,POWER (CAPTIVE),15.064,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,RAW COAL,CEMENT,0.131,2015,"Financial Year (Apr - Mar), 2015"
HARYANA,2015,RAW COAL,POWER (UTILITY),13.944,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2015,RAW COAL,POWER (CAPTIVE),1.452,2015,"Financial Year (Apr - Mar), 2015"
BIHAR,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.014,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,POWER (UTILITY),36.501,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,RAW COAL,CEMENT,0.011,2015,"Financial Year (Apr - Mar), 2015"
HARYANA,2015,MIDDLINGS,POWER (UTILITY),0.204,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,LIGNITE,CEMENT,0.201,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,RAW COAL,POWER (UTILITY),16.659,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,LIGNITE,CEMENT,0.318,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,POWER (UTILITY),29.628,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,LIGNITE,POWER (UTILITY),6.775,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.153,2015,"Financial Year (Apr - Mar), 2015"
JAMMU & KASHMIR,2015,RAW COAL,CEMENT,0.023,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,LIGNITE,FERTILISERS,0.041,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2015,RAW COAL,CEMENT,1.669,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,LIGNITE,BRICKS,0.658,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,FERTILISERS,0.024,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,LIGNITE,PULP & PAPER,0.557,2015,"Financial Year (Apr - Mar), 2015"
DELHI,2015,MIDDLINGS,POWER (UTILITY),0.004,2015,"Financial Year (Apr - Mar), 2015"
JAMMU & KASHMIR,2015,RAW COAL,TEXTILES & RAYONS,0.001,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,LIGNITE,STEEL (BOILERS),0.023,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,CEMENT,0.018,2015,"Financial Year (Apr - Mar), 2015"
UTTARAKHAND,2015,RAW COAL,POWER (CAPTIVE),0.302,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,LIGNITE,CEMENT,0.755,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2015,RAW COAL,CHEMICAL,0.175,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.102,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,RAW COAL,POWER (CAPTIVE),0.485,2015,"Financial Year (Apr - Mar), 2015"
HIMACHAL PRADESH,2015,RAW COAL,CEMENT,0.214,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,RAW COAL,TEXTILES & RAYONS,0.027,2015,"Financial Year (Apr - Mar), 2015"
DELHI,2015,RAW COAL,POWER (CAPTIVE),0.039,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,RAW COAL,CEMENT,0.012,2015,"Financial Year (Apr - Mar), 2015"
LADAKH,2015,RAW COAL,CEMENT,0,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.1,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,RAW COAL,CHEMICAL,0.007,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,LIGNITE,POWER (UTILITY),23.594,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,RAW COAL,METALLURGICAL USE- COKERIES,0.133,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,RAW COAL,CHEMICAL,0.021,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,RAW COAL,FERTILISERS,0.239,2016,"Financial Year (Apr - Mar), 2016"
JAMMU & KASHMIR,2016,RAW COAL,TEXTILES & RAYONS,0.001,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,TEXTILES & RAYONS,0.019,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,RAW COAL,POWER (UTILITY),27.974,2016,"Financial Year (Apr - Mar), 2016"
ASSAM,2016,RAW COAL,POWER (UTILITY),0.114,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,RAW COAL,CEMENT,1.606,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,SPONGE IRON,0.074,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,LIGNITE,TEXTILES & RAYONS,0.001,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2016,RAW COAL,POWER (CAPTIVE),1.213,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,RAW COAL,TEXTILES & RAYONS,0.028,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,RAW COAL,SPONGE IRON,0.06,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,LIGNITE,STEEL (BOILERS),0.002,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2016,RAW COAL,TEXTILES & RAYONS,0.052,2016,"Financial Year (Apr - Mar), 2016"
PUNJAB,2016,RAW COAL,POWER (UTILITY),11.786,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,0.035,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,METALLURGICAL USE- COKERIES,0.904,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2016,RAW COAL,PULP & PAPER,0.12,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,METALLURGICAL USE- COKERIES,0.023,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.241,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,CHEMICAL,0.004,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,MIDDLINGS,STEEL (BOILERS),0.324,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2016,RAW COAL,POWER (UTILITY),12.73,2016,"Financial Year (Apr - Mar), 2016"
BIHAR,2016,RAW COAL,POWER (UTILITY),6.36,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2016,RAW COAL,SPONGE IRON,0.023,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,RAW COAL,SPONGE IRON,0.094,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,WASHED COAL,POWER (UTILITY),0.061,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,POWER (CAPTIVE),1.573,2016,"Financial Year (Apr - Mar), 2016"
DELHI,2016,RAW COAL,POWER (CAPTIVE),0.064,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,MIDDLINGS,POWER (UTILITY),0.055,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2016,RAW COAL,POWER (CAPTIVE),1.763,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,WASHED COAL,POWER (UTILITY),2.963,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,MIDDLINGS,POWER (CAPTIVE),0.253,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,CEMENT,0.053,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,POWER (CAPTIVE),1.3,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2016,RAW COAL,CHEMICAL,0.008,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,SPONGE IRON,0.63,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,WASHED COAL,METALLURGICAL USE- COKERIES,1.231,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,LIGNITE,STEEL (BOILERS),0.114,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,LIGNITE,PULP & PAPER,0.043,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,RAW COAL,CHEMICAL,0.008,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2016,RAW COAL,CEMENT,1.624,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2016,RAW COAL,FERTILISERS,0.658,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,LIGNITE,CEMENT,0.035,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2016,RAW COAL,SPONGE IRON,0.451,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,RAW COAL,POWER (CAPTIVE),4.499,2016,"Financial Year (Apr - Mar), 2016"
BIHAR,2016,MIDDLINGS,BRICKS,0.001,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,RAW COAL,SPONGE IRON,3.251,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,MIDDLINGS,POWER (CAPTIVE),0.079,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,RAW COAL,POWER (UTILITY),48.665,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,RAW COAL,PULP & PAPER,0.024,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,RAW COAL,POWER (CAPTIVE),15.037,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2016,RAW COAL,TEXTILES & RAYONS,0.109,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2016,RAW COAL,BRICKS,0.005,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,RAW COAL,TEXTILES & RAYONS,0.037,2016,"Financial Year (Apr - Mar), 2016"
LADAKH,2016,RAW COAL,CEMENT,0,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,LIGNITE,CHEMICAL,0.227,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,RAW COAL,PULP & PAPER,0.005,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2016,RAW COAL,CEMENT,1.475,2016,"Financial Year (Apr - Mar), 2016"
DELHI,2016,WASHED COAL,POWER (UTILITY),0.042,2016,"Financial Year (Apr - Mar), 2016"
LADAKH,2016,RAW COAL,BRICKS,0,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,BRICKS,0.008,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,0.057,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.039,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,STEEL (BOILERS),0.249,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,RAW COAL,PULP & PAPER,0.02,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,POWER (UTILITY),32.373,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,POWER (UTILITY),24.611,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,RAW COAL,TEXTILES & RAYONS,0.019,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,WASHED COAL,POWER (UTILITY),0.495,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,LIGNITE,FERTILISERS,0.003,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2016,RAW COAL,PULP & PAPER,0.273,2016,"Financial Year (Apr - Mar), 2016"
HIMACHAL PRADESH,2016,RAW COAL,CEMENT,0.074,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,LIGNITE,POWER (UTILITY),6.292,2016,"Financial Year (Apr - Mar), 2016"
UTTARAKHAND,2016,RAW COAL,POWER (CAPTIVE),0.502,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2016,RAW COAL,PULP & PAPER,0.072,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,RAW COAL,PULP & PAPER,0.014,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,RAW COAL,POWER (UTILITY),19.765,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,RAW COAL,CEMENT,0.355,2016,"Financial Year (Apr - Mar), 2016"
DELHI,2016,RAW COAL,POWER (UTILITY),2.143,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,BRICKS,0.01,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,LIGNITE,TEXTILES & RAYONS,1.723,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,CEMENT,1.455,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,0.016,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,RAW COAL,POWER (CAPTIVE),1.807,2016,"Financial Year (Apr - Mar), 2016"
ASSAM,2016,RAW COAL,CEMENT,0.022,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,RAW COAL,CEMENT,0.12,2016,"Financial Year (Apr - Mar), 2016"
ASSAM,2016,RAW COAL,PULP & PAPER,0.037,2016,"Financial Year (Apr - Mar), 2016"
JAMMU & KASHMIR,2016,RAW COAL,CEMENT,0.031,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.066,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,RAW COAL,FERTILISERS,0.004,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,POWER (UTILITY),43.593,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,LIGNITE,BRICKS,0.384,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,WASHED COAL,METALLURGICAL USE- COKERIES,3.443,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,LIGNITE,TEXTILES & RAYONS,0.004,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,RAW COAL,POWER (UTILITY),61.865,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,COLLIERY STAFF,0.002,2016,"Financial Year (Apr - Mar), 2016"
BIHAR,2016,MIDDLINGS,POWER (UTILITY),0.008,2016,"Financial Year (Apr - Mar), 2016"
KERALA,2016,RAW COAL,CEMENT,0.035,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2016,WASHED COAL,POWER (UTILITY),0.219,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,RAW COAL,BRICKS,0.041,2016,"Financial Year (Apr - Mar), 2016"
BIHAR,2016,RAW COAL,CHEMICAL,0.006,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,CHEMICAL,0.173,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,WASHED COAL,METALLURGICAL USE- COKERIES,0.25,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,RAW COAL,CEMENT,0.21,2016,"Financial Year (Apr - Mar), 2016"
DELHI,2016,MIDDLINGS,POWER (UTILITY),0.008,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2016,RAW COAL,POWER (UTILITY),53.709,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,LIGNITE,CEMENT,0.087,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,LIGNITE,PULP & PAPER,0.384,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,WASHED COAL,METALLURGICAL USE- COKERIES,0.736,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,RAW COAL,POWER (UTILITY),11.126,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2016,RAW COAL,POWER (UTILITY),29.155,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2016,RAW COAL,SPONGE IRON,0.124,2016,"Financial Year (Apr - Mar), 2016"
OTHERS,2016,RAW COAL,CEMENT,0.011,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,MIDDLINGS,STEEL (BOILERS),0.009,2016,"Financial Year (Apr - Mar), 2016"
DELHI,2016,RAW COAL,CEMENT,0.03,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,RAW COAL,POWER (UTILITY),57.887,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,LIGNITE,BRICKS,0.008,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2016,RAW COAL,CEMENT,0.471,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,MIDDLINGS,POWER (CAPTIVE),0.02,2016,"Financial Year (Apr - Mar), 2016"
BIHAR,2016,RAW COAL,METALLURGICAL USE- COKERIES,0.018,2016,"Financial Year (Apr - Mar), 2016"
OTHERS,2016,MIDDLINGS,POWER (CAPTIVE),0.008,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2016,MIDDLINGS,POWER (UTILITY),0.175,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,CEMENT,0.007,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,RAW COAL,POWER (CAPTIVE),0.456,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,PULP & PAPER,0.073,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,RAW COAL,CEMENT,0.253,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2016,RAW COAL,POWER (UTILITY),13.311,2016,"Financial Year (Apr - Mar), 2016"
PUNJAB,2016,RAW COAL,POWER (CAPTIVE),0.334,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,TEXTILES & RAYONS,0.003,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2016,RAW COAL,POWER (CAPTIVE),0.228,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2016,RAW COAL,CHEMICAL,0.021,2016,"Financial Year (Apr - Mar), 2016"
CHHATTISGARH,2016,RAW COAL,POWER (CAPTIVE),2.618,2016,"Financial Year (Apr - Mar), 2016"
JHARKHAND,2016,MIDDLINGS,POWER (CAPTIVE),1.106,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,RAW COAL,SPONGE IRON,2.559,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,RAW COAL,PULP & PAPER,0.151,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,RAW COAL,POWER (UTILITY),16.166,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,RAW COAL,POWER (CAPTIVE),1.814,2016,"Financial Year (Apr - Mar), 2016"
PUNJAB,2016,RAW COAL,FERTILISERS,0.373,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,WASHED COAL,POWER (CAPTIVE),5.479,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2016,MIDDLINGS,POWER (UTILITY),0.231,2016,"Financial Year (Apr - Mar), 2016"
JAMMU & KASHMIR,2016,RAW COAL,BRICKS,0.009,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,LIGNITE,CEMENT,0.103,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2016,RAW COAL,FERTILISERS,0.766,2016,"Financial Year (Apr - Mar), 2016"
MADHYA PRADESH,2016,RAW COAL,CEMENT,0.946,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,LIGNITE,POWER (UTILITY),7.669,2016,"Financial Year (Apr - Mar), 2016"
DELHI,2016,RAW COAL,PULP & PAPER,0.029,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2016,RAW COAL,CHEMICAL,0.06,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2016,RAW COAL,COLLIERY OWN - CONSUMPTION,0.002,2016,"Financial Year (Apr - Mar), 2016"
RAJASTHAN,2016,RAW COAL,FERTILISERS,0.255,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2016,RAW COAL,PULP & PAPER,0.467,2016,"Financial Year (Apr - Mar), 2016"
